Item_Identifier,Outlet_Identifier,0
FDW58,OUT049,1812.402149262269
FDW14,OUT017,1809.7262385327265
NCN55,OUT010,1822.9441192933077
FDQ58,OUT017,1817.9320797886621
FDY38,OUT027,1823.3989515366343
FDH56,OUT046,1810.957172008808
FDL48,OUT018,1802.2664994798329
FDC48,OUT027,1809.6163239662549
FDN33,OUT045,1808.0917345606158
FDA36,OUT017,1821.5588446968097
FDT44,OUT017,1811.2241804654793
FDQ56,OUT045,1807.3080661184372
NCC54,OUT019,1819.061174301904
FDU11,OUT049,1811.191212693138
DRL59,OUT013,1805.4096615687356
FDM24,OUT049,1814.9144449167925
FDI57,OUT045,1821.3450831405105
DRC12,OUT018,1818.8819195459325
NCM42,OUT027,1812.4856491896048
FDA46,OUT010,1814.9058252563514
FDA31,OUT013,1816.3421433245296
NCJ31,OUT035,1821.532570853202
FDG52,OUT046,1803.0500118416803
NCL19,OUT019,1812.7095553757683
FDS10,OUT035,1819.6684013874633
FDX22,OUT010,1821.4780237231967
NCF19,OUT035,1804.9598790496925
NCE06,OUT046,1814.9283690368718
DRC27,OUT046,1824.8765587806927
FDE21,OUT035,1812.8876281107684
NCR42,OUT019,1799.5322219371187
FDX51,OUT018,1819.889529320261
NCR06,OUT018,1803.6097221536515
FDU31,OUT027,1824.4804468217058
FDU59,OUT017,1816.354660944152
FDR03,OUT027,1823.5391743899124
FDS49,OUT027,1807.6889715004477
FDD48,OUT010,1810.4087431128396
NCF18,OUT017,1819.8348047374689
NCD43,OUT027,1812.1639686693188
NCD54,OUT018,1814.103849567388
FDY19,OUT010,1810.2964603424505
NCY54,OUT017,1815.0466203026647
NCL19,OUT018,1814.4473871765585
FDP23,OUT010,1821.4991801058572
FDC26,OUT013,1808.950585543547
FDR14,OUT010,1796.761242124719
NCS41,OUT035,1819.0989796309266
FDF41,OUT035,1823.8846543543102
FDU34,OUT046,1811.54099433186
DRH11,OUT046,1803.718006208537
FDM03,OUT013,1808.4411315570544
FDS31,OUT017,1819.9999300053962
FDJ20,OUT017,1811.869426170619
FDV44,OUT027,1820.8366519931687
FDG02,OUT049,1820.9903737969296
FDA09,OUT013,1820.3750344348507
FDT04,OUT013,1801.319871433433
FDL58,OUT019,1823.1706510926101
FDE52,OUT045,1810.190310274196
FDW12,OUT035,1815.5900644072194
FDL51,OUT017,1823.5621512796276
NCY42,OUT027,1816.3561528789385
FDR07,OUT017,1809.686360256692
FDN40,OUT045,1815.1379116962546
FDB35,OUT027,1809.2575278182394
FDA22,OUT017,1816.8731603190138
NCL06,OUT046,1826.6557514633773
FDI35,OUT013,1819.0693905714288
NCW42,OUT045,1823.8199481991076
NCX06,OUT049,1820.0351890849563
FDC37,OUT027,1812.080503790468
FDZ14,OUT018,1811.107679849474
DRG49,OUT049,1825.2430184688033
NCG06,OUT045,1828.4799573793443
DRC36,OUT045,1818.745699335088
FDV21,OUT019,1802.7539021297575
FDB53,OUT046,1811.934617586564
DRP47,OUT019,1818.0800491383293
FDA14,OUT013,1814.365694908371
DRC24,OUT035,1816.5660546607803
FDW21,OUT018,1810.143361818118
NCH29,OUT046,1809.3704114766163
FDU58,OUT013,1820.4745709843278
FDY27,OUT017,1819.7588517305621
FDV56,OUT035,1812.4256752692536
FDT59,OUT046,1824.745336656427
FDB23,OUT046,1824.6632567660301
FDR49,OUT045,1802.0075875445282
FDB03,OUT010,1818.2224673171143
FDN39,OUT045,1819.4773067624267
FDX02,OUT027,1823.9202498194227
FDQ16,OUT027,1811.6370910437001
FDU35,OUT018,1807.5616931652082
NCT29,OUT013,1811.763764494783
FDZ27,OUT046,1804.6256847129844
FDN57,OUT017,1815.2197610178366
FDA03,OUT018,1813.7947071529563
FDZ36,OUT045,1819.5998334487927
NCU05,OUT013,1807.433137941114
FDT39,OUT018,1815.4401366072868
FDK60,OUT017,1809.2577812791694
FDZ25,OUT017,1819.208027306817
FDG12,OUT046,1813.1999154403884
DRB01,OUT019,1814.4157288996207
NCC43,OUT027,1826.0125121118144
FDX13,OUT019,1822.7877967579561
FDM22,OUT049,1805.3987462557961
FDJ03,OUT027,1804.4606673973103
FDU14,OUT018,1826.5239009767217
FDB33,OUT010,1816.2703918543523
FDP27,OUT046,1817.1874866643175
FDO38,OUT010,1804.3067317011958
FDE28,OUT027,1822.6924916469288
FDO27,OUT035,1805.8375660261295
DRL23,OUT027,1812.3426376681018
FDS28,OUT046,1803.5123613239537
FDX24,OUT013,1810.1046387622132
FDZ02,OUT035,1810.151384195882
FDL46,OUT045,1812.4847725092923
FDS60,OUT027,1819.8028242854737
NCO06,OUT017,1801.7654499419448
FDO16,OUT035,1809.3856002194625
FDC60,OUT049,1806.7742272763198
FDA48,OUT018,1819.7562477821373
FDZ36,OUT027,1821.731245962277
FDK27,OUT045,1814.0905596717305
FDW23,OUT018,1800.7930680670574
FDM14,OUT018,1810.8552671387638
FDM14,OUT013,1811.9444315801104
FDW60,OUT018,1818.1708041337859
FDE21,OUT013,1812.5588461394077
NCM42,OUT035,1811.9370741259852
FDY59,OUT010,1808.147449927978
DRI49,OUT049,1803.7800207423033
FDT28,OUT019,1811.0914886289506
FDQ22,OUT018,1802.7176651652917
FDR60,OUT049,1805.0600559243396
FDC50,OUT019,1801.1739947541241
FDV24,OUT013,1813.9110476435799
DRF48,OUT010,1819.8833858971352
FDQ47,OUT046,1798.9139084835376
DRN36,OUT049,1809.5898423523458
NCY06,OUT035,1813.0919024535854
FDE52,OUT035,1809.6808212489616
NCB54,OUT045,1813.3976671821865
NCF31,OUT035,1815.958156231521
FDJ08,OUT027,1818.724306672518
NCC07,OUT017,1812.3331183169491
NCD19,OUT027,1806.760202600537
FDL46,OUT049,1813.828843266153
FDM20,OUT045,1826.9908185212073
NCI06,OUT010,1816.9256500458446
DRM11,OUT035,1827.036060526748
NCH07,OUT018,1813.7758902981473
FDS23,OUT013,1810.3156176113562
FDO49,OUT018,1803.5315067841575
FDS35,OUT049,1804.3781784088135
DRK39,OUT045,1808.4651967421673
DRI39,OUT049,1803.9508363029533
FDV04,OUT017,1814.0646302388648
NCN14,OUT035,1817.98240486055
FDH08,OUT013,1825.2515229567412
FDS20,OUT046,1818.400928237805
FDV40,OUT049,1808.364155050958
FDZ48,OUT010,1807.769473341965
FDS24,OUT027,1808.998425773881
FDK44,OUT049,1816.111957238596
FDS48,OUT045,1817.6749583159651
FDK26,OUT010,1818.4416340991695
